,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,url
4994448513,Arlington,US,38.860862,10,-77.061142,VA,available now,54000, 2,2 ,cats are OK - purrr,2015-04-24,"
        Square Footage: 1739 ft
Beds: 2
Baths: 2


Apply within 48 hours of your initial tour and we'll waive your application and amenity fee. Apply on the same day as your initial tour and we'll also give you a $250.00 Visa Gift Card! *Restrictions may apply. Walk into The Instrata at Pentagon City and you will know immediately that this is a residence with more. A lot more. Step in to the comfort of your new home and enjoy life's conveniences. Epicurean inspired kitchens with ceramic flooring, white-on-white G.E. appliances, gas cooking and custom crafted cherry cabinetry Stunning views of Washington, DC with private balconies.  New Renovations include brand new tilescape entrances leading into the kitchen with brand new energy efficient stainless steel kitchen appliances. Marble mesh mounted mosaic black splash, Glazed porcelain floor tiling, Espresso soft-close cabinetry, and plush carpeting.  Our Premium bathrooms come with large soaking tubs and porcelain tiling, high ceilings with crown molding, plentiful natural light and abundant closet space Fireplaces available in selected apartment homes. 

Community Rental Amenities include:
Cable-Ready
Garage
Garbage Disposal
Jacuzzi / Whirlpool
Large Closets
Sauna
Walk-in closets
Washer / Dryer (In Unit)
Floor type Carpet
Community Amenities:
Green Building
Business Center
Clubhouse
Concierge Service
Covered Parking
Elevator
Fitness Center
Furnished Guest / Hospitality Suite
Sauna / Spa
Secured Entry
Storage Spaces
Sundeck / Terrace
Whirlpool / Hot tub
Misc:
Parking - garage, Heat, Gas, Air Conditioning, Cable TV, Internet, Water, Sewer, Trash, Laundry - w/d in unit

Pet Details:
2 limit
50 lbs. dog weight limit
breed restrictions

Additional pet comments:
Up to 2 Pets Allowed;  No Weight Limit. Breed Restrictions: German Shepherds, Akitas, Chows, Rottweiler's, Pit Bulls, and Dobermans (Any breeds mixed with restricted breeds are also not allowed. Over 50 Restricted breeds fall into the restricted breed's category.
",dogs are OK - wooof,apartment,5,w/d in unit,detached garage,$4667,,1739,http://washingtondc.craigslist.org/nva/apa/4994448513.html
4994449319,ARlington,US,38.881830,0,-77.111192,VA,available now,24545, 1,1 ,,2015-05-01,"
Contact info:Teresa ConsiglioCarman | Dittmar Realty Group / Albrittain Group | 
 show contact info
** BRAND NEW FULL RENOVATION!  ** DIRECTLY OVER BALLSTON METRO! ** IDEAL CONDO IN THE IDEAL LOCATION!900 N Stafford St #1504, Arlington, VA 22203$1,895/mo KEY FEATURESYear Built:  1989Sq Footage:  690 sqft.Bedrooms:  1 BedBathrooms:  1 BathParking:  None | Guest parkingLease Duration:  1 Year (See Details Below)Deposit:  $1,895Pets Policy:  Cats & Dogs OKLaundry:  In UnitFloor:  15Property Type:  CondoDESCRIPTIONAll new kitchen!  New cabinetry, stainless steel appliances, sink, faucet, light, granite counters, tile floors and oversized granite breakfast bar. Beautiful, modern and never used!

All new hardwood floors in the spacious Living Room / Dining Room.  Beautiful National Cathedral views from the huge bay windows. 

Huge bedroom with 2 closets.  Ample space for king size bed and dressers. 

Updated bathroom with new vanity, sink, faucet, granite, lights, huge medicine cabinet and bath faucet and shower head.  

Large coat / storage closet.
Stack washer/dryer in unit.

Ideal Location!  Alta Vista is located directly over the Ballston Metro entrance.  No rain, no snow, no cold, no heat!
The Mezzanine level offers a SkyBridge directly to the Ballston Mall. 

Shopping, Restaurants, Night Life, and Zip Cars abound all right on your block!

Pets considered on a case by case basis.
Garage parking available through the Alta Vista for $105/month.RENTAL FEATURESLiving roomDining roomMaster bathRange / OvenRefrigeratorDishwasherMicrowaveGarbage disposalStainless steel appliancesHeat: forced airCentral A/CDouble pane / Storm windowsCable-readyHardwood floorTile floorGranite countertopCOMMUNITY FEATURESElevatorSecured entryControlled accessSecurity systemFitness centerNear transportationBusiness centerGuest parkingOff-street parkingGarage - AttachedLEASE TERMSWater, Sewer & Trash collection included in rent.
All Alta Vista amenities included in rent.
Pets considered on a case by case basisContact info: Teresa ConsiglioCarman Dittmar Realty Group / Albrittain Group 
show contact info

",,condo,11,w/d in unit,attached garage,$1895,,690,http://washingtondc.craigslist.org/nva/apa/4994449319.html
4994449559,Sterling,US,39.023000,22,-77.399400,VA,available now,45000, 4,3 ,,2015-04-24,"
        3 Level townhouse --ALL BRICK. - Master Suite has bay window, large tub and stand up shower. and a walk-in closet.. Kitchen in the front of the home, has bay-window - room for a table and wood floor. Basement has a rec room and walk to back yard. Utility room has pool table that stays with the house. Property is professional managed.  No Pets, no smoking.
    ",,townhouse,6,w/d in unit,off-street parking,$1775,no smoking,1622,http://washingtondc.craigslist.org/nva/apa/4994449559.html
4994449716,,,38.884200,22,-77.171800,,available now,0, 1,1 ,cats are OK - purrr,2015-04-24,"
        Should you are looking for a modern one bedroom apartment, you have found it! This unit has been refinished this last year and it is great! You have a modern open layout with hardwood flooring that shine. There's all new paint in the unit. The unit has its own laundry with full size washer & dryer. There is tons of closet space in the unit. Both bedrooms have walk-in closets. The central air feels nice in this summer heat. Utilities are included in lease price. This can be a new building and ready for rental now. Pets are allowed by approval. Contact me to setup a tour of this great home. To move in you have to sign a one year lease agreement.   
",dogs are OK - wooof,apartment,0,w/d in unit,off-street parking,$1150,,,http://washingtondc.craigslist.org/nva/apa/4994449716.html
4994449915,Fairfax,US,38.877600,0,-77.388500,VA,available now,67500, 1,1 ,cats are OK - purrr,2015-04-24,"
        All apartments have spacious living and dining areas, A/C and full-sized washers and dryers. Select homes feature upgraded kitchens with granite counters, a breakfast bar, white Shaker-style kitchen cabinets and GE Clean Steel appliances, plus premium bathrooms.

1 bedroom with 1 bathroom
Skyline Premier floor plan
Monthly floor plan price ranges from $1,469-$3,315.

* In the Fairfax County Public School District, and students are less than 1/2 mile from Greenbriar West Elementary, Rocky Run Middle and Chantilly High School
* 3 miles from Dulles Airport, Fair Oaks Mall and Fair Lakes Shopping Center
* Easy access to RTE 28, RTE 29 and RTE 66

Save on your rent with a flexible lease length and specific move-in date. 
Call us at 
 show contact info
for more information.

Shenandoah Crossing Apartment Homes is in transition to become smoke-free.

Our customer satisfaction score was 4.0/5 in 2014. 
www.shenandoahcrossingaptsva.com/apartments/reviews.do

Professionally Managed By OP Property Management, LLC
Equal Housing Opportunity

Price is subject to change. Availability may change on a daily basis.
    ",dogs are OK - wooof,apartment,4,w/d in unit,off-street parking,$1469,no smoking,718,http://washingtondc.craigslist.org/nva/apa/4994449915.html
4994451463,Woodbridge,US,38.610533,0,-77.301350,VA,available now,12272, 3.5,3 ,cats are OK - purrr,2016-03-27,"
Contact info: BRIGHT & CHEERFUL 3BR END-UNIT TOWNHOME W/GARAGE!15781 Bremen Ct End Unit, Woodbridge, VA 22191$1,925/mo KEY FEATURESYear Built:  2002Sq Footage:  1780 sqft.Bedrooms:  3 BedsBathrooms:  3.5 BathsLease Duration:  1 Year (See Details Below)Deposit:  $1,925Pets Policy:  Cats & Dogs OKLaundry:  In UnitProperty Type:  TownhouseDESCRIPTIONMarksham Grant Townhome Community
15781 Bremen Court
Woodbridge, VA

This bright & sunny townhome boasts a spacious floorplan with plenty of room for everyone!  

The lower level offers a one car garage, half bath, and fully carpeted recreation room complete with gas fireplace and patio doors to a covered back patio and fenced in back yard.

The main level is stunning with lots of cheerful windows, gleaming hardwood floors throughout the living area, dining area, kitchen, and family room/breakfast room.  A delightful corner fireplace adds additional warmth and comfort to the family room.  Accessible from this level is a huge back deck that offers exterior stairs to the lower patio and fenced in back yard.

The upper level provides 3 bedrooms and 2 bathrooms.  The master suite boasts a walk-in closet and bathroom with separate shower and tub.  

Located in the Marksham Grant Community, the location is excellent for access to restaurants, shopping and commuter routes.

Excellent community amenities include an outdoor swimming pool, community building, and tennis courts. 

Freshly painted and cleaned, this outstanding townhome is ready to be loved as a home!  

Available immediately.  
Long term leases highly encouraged!
Pets considered on case by case basis with additional pet deposit. RENTAL FEATURESLiving roomDining roomWalk-in closetMaster bathFamily roomBreakfast nookRecreation roomRange / OvenRefrigeratorDishwasherMicrowaveGarbage disposalBalcony, Deck, or PatioYardFenced yardLawnHeat: forced airCentral A/CDouble pane / Storm windowsCable-readyWiredHardwood floorFireplaceCOMMUNITY FEATURESShared poolClubhouseTennis courtOff-street parkingGarage - AttachedLEASE TERMS2-4 year leases encouraged!
Pets considered on a case by case basis. Additional Pet Deposit Required ADDITIONAL LINKS  Website: http://www.albrittaingroup.com   
",dogs are OK - wooof,townhouse,22,w/d in unit,attached garage,$1925,,1780,http://washingtondc.craigslist.org/nva/apa/4994451463.html
4994451740,Centreville,US,38.843310,10,-77.436502,VA,available now,33750, 2,2 ,cats are OK - purrr,2015-04-24,"
        It took some searching, but you found it, the hidden GEM that is complete with EVERYTHING you are looking for:

- Fully Equipped Kitchen
- Dishwasher
- In-home Full-size Washer/Dryer
- Air Conditioning
- Individual Climate Control Ceiling Fan
- Balcony or Patio
- Great Storage Space
- Spacious Walk-in Closets for Extra Storage
- Access to Daylight from Open Floor Plans
- High Ceilings
- Separate Dining Room

But WAIT....it doesn't stop there. The community also features:
-Swimming Pool & Sundeck
-Amenities for Fun & Recreation
-Clubhouse
-High-definition Theater Room
-Free Wi-Fi Hotspot in Clubhouse
-Fitness Center Business Center
-Open 24 Hours a Day
-Resident Events
-Package Receiving
-Car Care Area
-Dog Park
-Beautifully Landscaped Grounds
-On-site Parking
-Close to Shopping, Dining, & Entertainment
-Close to Major Highways
-Close to Public Transportation
-Cats and Dogs Welcome
-Fairfax County Public Schools 

CALL NOW.... RIGHT NOW! This apartment won't last long! 

Office Hours
Monday: 9:00am to 6:00pm 
Tuesday: 9:00am to 6:00pm 
Wednesday: 9:00am to 6:00pm 
Thursday: 9:00am to 6:00pm 
Friday: 8:00am to 6:00pm 
Saturday: 10:00am to 5:00pm 
Sunday: 12:00pm to 5:00pm 

Your apartment home is waiting for you and is always backed by the professional and caring staff of Woodway at Trinity Centre! Call us today to schedule an appointment to tour our beautiful community! 

Our community is located off of 29, close to 66 and 28. Fairfax, Chantilly, Dulles, Reston, Fair Oaks, 
Herndon, Manassas, Centreville

Call us today for an appointment: 
 show contact info
or come by during office hours for a tour: 
5751 Wood Meadow Way, Centreville, VA 20120
    ",dogs are OK - wooof,apartment,8,w/d in unit,street parking,$1753,,1005,http://washingtondc.craigslist.org/nva/apa/4994451740.html
4994451745,,,,,,,available now,0, 1.5,2 ,cats are OK - purrr,2015-04-24,"
        AVAILABLE FOR May 15th!!!!!

Don't Miss This Price! 2 Bedroom, 1 1/2 bath with walk-in closet. Very unique style. A must see!!! We offer a resort style swimming pool and business center. For our pet owners a leash dog park with pet stations. Minutes from Old Town Manassas, VRE, 28 and 66.

Call / Email Brittany or Cecilia at 
 show contact info
or 
 show contact info


",dogs are OK - wooof,apartment,0,,,$1205,,,http://washingtondc.craigslist.org/nva/apa/4994451745.html
4994451745,,,,,,,available now,0, 1.5,2 ,cats are OK - purrr,2015-04-24,"
        AVAILABLE FOR May 15th!!!!!

Don't Miss This Price! 2 Bedroom, 1 1/2 bath with walk-in closet. Very unique style. A must see!!! We offer a resort style swimming pool and business center. For our pet owners a leash dog park with pet stations. Minutes from Old Town Manassas, VRE, 28 and 66.

Call / Email Brittany or Cecilia at 
 show contact info
or 
 show contact info


",dogs are OK - wooof,apartment,0,,,$1205,,,http://washingtondc.craigslist.org/nva/apa/4994451745.html
4994451745,,,,,,,available now,0, 1.5,2 ,cats are OK - purrr,2015-04-24,"
        AVAILABLE FOR May 15th!!!!!

Don't Miss This Price! 2 Bedroom, 1 1/2 bath with walk-in closet. Very unique style. A must see!!! We offer a resort style swimming pool and business center. For our pet owners a leash dog park with pet stations. Minutes from Old Town Manassas, VRE, 28 and 66.

Call / Email Brittany or Cecilia at 
 show contact info
or 
 show contact info


",dogs are OK - wooof,apartment,0,,,$1205,,,http://washingtondc.craigslist.org/nva/apa/4994451745.html
